ROUGE-L,BLEU,F1,BERT Score,Embedding Similarity,Hybrid Score
0.05025125628140703,0.002252798558703892,0.07407407407407408,0.8230432868003845,0.44598162,0.15782685987570338
0.08403361344537816,0.051965027692995304,0.08450704225352113,0.8402783274650574,0.43215385,0.21659545420417411
0.15204678362573099,0.1536518537137157,0.16326530612244897,0.8536517024040222,0.66421914,0.37757719092037206
0.16233766233766234,0.9679978790270559,0.13422818791946312,0.838639497756958,0.61081386,0.3392282142935996
0.19658119658119658,3.2851631455095895,0.2222222222222222,0.837953507900238,0.78791606,0.4694860489606666
0.20792079207920794,1.8253518006191725,0.23703703703703705,0.8299038410186768,0.87893397,0.4688254815235353
0.07282913165266106,0.319552352017376,0.05405405405405405,0.823250412940979,0.66676927,0.22243624857381797
0.09374999999999999,1.1685792820286083,0.052631578947368425,0.8438579440116882,0.7012748,0.2974969508828424
0.16666666666666669,3.211547431691929,0.4,0.901445746421814,0.28511956,0.5306485481855783
0.24000000000000005,3.0272532566104675,0.36363636363636365,0.9032790660858154,0.26136702,0.558367128521843
0.15384615384615385,1.2165013609501771,0.16,0.8674108386039734,0.107100606,0.2846036297593939
0.14814814814814814,2.664321121388895,0.14285714285714288,0.8711292743682861,0.1808483,0.31886170221017984
0.16216216216216214,1.6961343903963388,0.21052631578947367,0.8737186789512634,0.14346427,0.33875393635804424
0.21428571428571427,4.343737891358309,0.3333333333333333,0.8979343771934509,0.09771109,0.49630333350243006
0.10256410256410256,1.2557690800697192,0.08695652173913045,0.8340345621109009,0.14301914,0.16236158162673633
0.13043478260869568,1.3389812472744242,0.16666666666666666,0.8706835508346558,0.120694764,0.28401521466145935
0.17142857142857146,1.8196871111910016,0.1111111111111111,0.8926060199737549,0.095088616,0.3330893467939285
0.2222222222222222,2.5683319547529764,0.30769230769230765,0.8904070854187012,0.235155,0.48514193404713546
0.09523809523809525,3.673526562988939,0.2,0.8865282535552979,0.13908406,0.3433341095889342
0.14814814814814814,2.352622489487909,0.36363636363636365,0.8968977332115173,0.19558325,0.4613901657716917
0.09523809523809525,4.065425428798724,0.2222222222222222,0.8870591521263123,0.15752985,0.3631835401019866
0.06666666666666667,1.8709718017288024,0.11764705882352941,0.8585828542709351,0.19537938,0.22346573911573508
0.10810810810810811,1.6961343903963388,0.09523809523809525,0.8593633770942688,0.12404293,0.2228317032412978
0.0975609756097561,1.3494116947566301,0.09523809523809525,0.8712306618690491,0.13551596,0.23874279492659867
0.13333333333333333,1.3389812472744242,0.18181818181818182,0.863311767578125,0.16180283,0.28681128057014516
0.2978723404255319,5.097805140619235,0.30769230769230765,0.8615278601646423,0.82592154,0.651222746089089
0.18987341772151897,2.0163865463453767,0.17204301075268816,0.8516159653663635,0.77329844,0.4525019734778424
0.1764705882352941,2.075273865705644,0.23529411764705882,0.8881016969680786,0.16684957,0.39843103237973115
0.10256410256410255,1.9501082243126682,0.0851063829787234,0.8336938619613647,0.43533474,0.2411820100722673
0.13559322033898302,2.6955184898964144,0.1111111111111111,0.8745329976081848,0.5693799,0.39973780099671874
0.09999999999999999,1.2557690800697192,0.0,0.8531844019889832,0.10351749,0.15524473211495757
0.15000000000000002,1.6794256847485505,0.18181818181818182,0.8743623495101929,0.20043807,0.3342230463477148
0.2,2.273154356702287,0.11764705882352941,0.8657786846160889,0.19626817,0.32929410826057787
0.1795511221945137,0.6510977100951277,0.17213114754098363,0.8310340046882629,0.74724287,0.3789124229500662
0.35000000000000003,12.268454823008192,0.39999999999999997,0.8761551380157471,0.45497894,0.7578215943304031
0.18181818181818182,1.133052865607491,0.186046511627907,0.8572712540626526,0.5384351,0.39588370487760316
0.14814814814814814,2.707657626755448,0.36363636363636365,0.8976147770881653,0.16082816,0.4591570492399603
0.208955223880597,7.018651055093765,0.23255813953488372,0.865936815738678,0.7639992,0.5833302845631598
