ROUGE-L,BLEU,F1,BERT Score,Embedding Similarity,Hybrid Score
0.14559386973180077,1.5147513643363242,0.15950920245398773,0.8306868076324463,0.7006963,0.42711818427911474
0.171875,2.8117565633684802,0.3181818181818182,0.8599706888198853,0.66325855,0.5948649180395078
0.15929203539823006,1.6428679176401522,0.12307692307692307,0.83870929479599,0.44994205,0.384263110020872
0.14414414414414417,1.0632623142789452,0.19047619047619047,0.8575701117515564,0.53448844,0.4429292931180456
0.20599250936329586,3.134560536221789,0.2803738317757009,0.8192612528800964,0.72206885,0.5513956496627999
0.1739130434782609,1.576727146747864,0.18461538461538463,0.8515045046806335,0.7850602,0.5079959320016314
0.15533980582524273,1.1333220585069934,0.21359223300970875,0.8319992423057556,0.71092296,0.4574870081684276
0.13150684931506848,0.2741049564556374,0.1728395061728395,0.8308207988739014,0.6972029,0.3974290408958592
0.23076923076923078,7.951769552537042,0.24,0.8708081841468811,0.73116755,0.7338565396314733
0.125,1.2686313090078447,0.16470588235294115,0.8331377506256104,0.46376044,0.3703658812109822
0.2209302325581395,4.386328452084922,0.31486880466472306,0.8353740572929382,0.8211685,0.6505620748684867
0.15000000000000002,0.6806765747272849,0.10062893081761005,0.833836019039154,0.5383849,0.3544228211591234
0.13186813186813187,0.1375979661204408,0.1355013550135501,0.8350254893302917,0.7107429,0.38394917842253584
0.2033898305084746,1.6580703326159765,0.18750000000000003,0.8291009068489075,0.6515522,0.4698459990437823
0.11555555555555556,0.7242430064787807,0.10144927536231883,0.8344972729682922,0.6947012,0.3647000321746744
0.16417910447761194,9.054256681473051,0.2727272727272727,0.861062228679657,0.6316117,0.6995080277225424
0.1412639405204461,1.8967908120056391,0.12121212121212123,0.8386226892471313,0.71942747,0.42840165125313223
0.19631901840490798,2.0157661489524177,0.2376237623762376,0.85329669713974,0.7446227,0.5550635992563887
0.18072289156626506,2.196168002165607,0.16666666666666666,0.8398503661155701,0.8131367,0.5036783802178488
0.24175824175824176,3.9359163665017984,0.37037037037037035,0.8671574592590332,0.6009027,0.6908433140446324
0.1846153846153846,1.5802501953717363,0.16666666666666666,0.8361217379570007,0.61985993,0.4501345107243465
0.18181818181818182,2.0939634735597017,0.19230769230769232,0.8596130609512329,0.7085464,0.5265966158354569
0.2888888888888889,5.0809757582089725,0.19607843137254902,0.8662632703781128,0.60296726,0.6525266899550626
0.26506024096385544,3.645799852480563,0.3404255319148936,0.9115488529205322,0.9355775,0.8156271471515326
0.16161616161616163,2.9817898035358734,0.23076923076923075,0.8776376843452454,0.79672754,0.5985378003205309
0.16374269005847952,2.3242449402282155,0.16822429906542055,0.839465856552124,0.6214239,0.4597047364541108
0.11801242236024843,0.8711032000602877,0.12807881773399016,0.8133636713027954,0.5919734,0.33132155566348787
0.15503875968992248,3.485335171538167,0.14457831325301207,0.8488606214523315,0.7214681,0.5008658291977877
0.11428571428571427,2.3671290299410788,0.186046511627907,0.871911883354187,0.5227059,0.47057674800709887
0.16091954022988506,1.4583397289082511,0.1818181818181818,0.8687254190444946,0.6337758,0.49379531411573574
0.1509433962264151,1.5922572429198847,0.10344827586206898,0.85693359375,0.75644803,0.45383077735834243
0.12925170068027209,0.6697861334233076,0.14857142857142858,0.8294443488121033,0.61324847,0.3738447953185302
0.2105263157894737,1.5750473255825859,0.23333333333333334,0.8384074568748474,0.8223742,0.5436202562992242
0.20454545454545456,3.0397156830248746,0.21276595744680854,0.854268491268158,0.71553546,0.5657031181697979
0.12307692307692308,0.567367791084601,0.060606060606060615,0.8457214832305908,0.42067775,0.3098784862107319
0.12195121951219512,1.5155302454113846,0.09999999999999999,0.8638160824775696,0.57280564,0.40791267268059384
0.07142857142857144,4.953756321289648e-05,0.05925925925925926,0.8089284300804138,0.7156955,0.2627297754105529
0.1500646830530401,1.6089045471075356,0.21287128712871287,0.8182960748672485,0.7757777,0.45527290508932267
0.22115384615384615,1.92582299782104,0.3414634146341463,0.8465689420700073,0.64556324,0.5945823682139514
0.144,0.8261670554102168,0.0967741935483871,0.8420411348342896,0.48544002,0.35452462060312306
0.1553398058252427,1.8202682831618262,0.17543859649122806,0.8467862010002136,0.31369272,0.4001816423721725
0.1639344262295082,4.09369934131768,0.26086956521739135,0.8549417853355408,0.61276037,0.5704156191386158
0.10572687224669602,0.27187391936558897,0.08064516129032259,0.8323758840560913,0.4464149,0.28715658549548145
0.1456953642384106,1.0622474796034467,0.15053763440860216,0.8414707779884338,0.49764943,0.39073091515681124
0.18579234972677594,1.165242860425863,0.1509433962264151,0.8660210371017456,0.8603797,0.5253790292297511
0.11564625850340135,0.03796343340897376,0.15492957746478875,0.8346057534217834,0.5044787,0.34208528703655083
0.1487603305785124,0.6585032987155851,0.09374999999999999,0.842704176902771,0.64093363,0.3827029970222402
0.3368421052631579,5.549246067958917,0.2608695652173913,0.8657973408699036,0.91602504,0.786057366255277
0.10869565217391304,1.2098624880635376,0.13793103448275862,0.8608271479606628,0.73715013,0.43937461807948536
0.12987012987012989,2.388980346208996,0.0,0.8653262853622437,0.74104095,0.41341508736278176
0.07547169811320754,0.9216168770877762,0.0,0.8431413173675537,0.07263509,0.18559642365057438
0.08695652173913045,0.7104889092469343,0.0,0.8397834897041321,0.06861173,0.1822068530386568
0.08333333333333333,1.1498052049318417,0.07692307692307691,0.8393537402153015,0.2396682,0.2621204967602102
0.25,3.1731768853938886,0.3,0.8994912505149841,0.17118242,0.6107522038205871
0.027586206896551724,0.2724846218025927,0.0,0.7974010109901428,0.02724681,0.061361828639141344
0.020134228187919462,0.12970223160437055,0.0,0.7878249883651733,-0.016944762,0.030255731324519523
0.15384615384615385,1.6823497628899218,0.15789473684210528,0.8668348789215088,0.033639394,0.3650018777403135
0.15584415584415584,2.2438207182694194,0.09302325581395349,0.8567520976066589,0.0325126,0.32840655599612345
0.12658227848101264,1.193610540925682,0.09302325581395349,0.8480854034423828,-0.015087962,0.26425031695282114
0.25,5.30918756028263,0.2,0.8763019442558289,0.11693241,0.5586346807167861
0.03508771929824561,0.6488583831481832,0.0,0.8391478657722473,-0.05062194,0.12452165603217738
0.1518987341772152,2.2438207182694194,0.11428571428571428,0.8563125729560852,0.104908384,0.3502121607165754
0.18461538461538463,2.8723193643043126,0.1212121212121212,0.857884407043457,0.08762565,0.387595442672017
0.15873015873015875,1.5643180021894856,0.10526315789473684,0.8556053042411804,-0.050124563,0.30427449011728963
0.023255813953488372,0.08396320423638551,0.007722007722007722,0.782812237739563,-0.12045848,0.007917519389363567
0.29166666666666663,4.67756514848334,0.3157894736842105,0.8940777778625488,0.18983912,0.6737868845875424
0.12698412698412698,0.9359100614362484,0.0588235294117647,0.853274405002594,-0.11822121,0.22921511236951975
0.1951219512195122,2.656514328220899,0.2962962962962963,0.8543462157249451,0.7280705,0.5980534137168828
0.2692307692307692,6.968683536768288,0.37288135593220334,0.8870384693145752,0.90591276,0.8651657085680343
0.16666666666666666,2.374880701905813,0.09756097560975609,0.8632792830467224,0.040173963,0.3521322716599387
0.13636363636363635,1.2997232922204551,0.08,0.833638608455658,0.44931567,0.33137710955999405
0.125,0.9041837462911884,0.10344827586206898,0.8270519375801086,0.6981945,0.36479319742528005
0.27272727272727276,2.251889061850022,0.1739130434782609,0.8526827692985535,0.14442948,0.46014138596282306
0.27906976744186046,2.310428454615111,0.16,0.8555880784988403,0.22571242,0.47797336822456193
0.1875,1.9250281860947065,0.11428571428571428,0.8563473224639893,0.031838708,0.3518678862151176
0.13068181818181818,0.23872225293978377,0.13402061855670103,0.8215100169181824,0.7634208,0.37362843783370775
0.22916666666666669,1.9670257506078825,0.37735849056603776,0.8720642924308777,0.6632104,0.6625276607475591
0.1048689138576779,1.5611760692623033,0.08045977011494253,0.838591992855072,0.68650156,0.37012266634618185
0.31578947368421056,3.3961882197738325,0.375,0.8902278542518616,0.17292258,0.6829125030511985
0.2802547770700637,3.934751334194617,0.25490196078431376,0.8690138459205627,0.828084,0.6998390581139
