ROUGE-L,BLEU,F1,BERT Score,Embedding Similarity,Hybrid Score
0.18749999999999997,4.733388305843651,0.26666666666666666,0.8736918568611145,0.74171,0.3304803442071542
0.2566371681415929,2.932606721642658,0.2782608695652174,0.8739281296730042,0.6457732,0.3241879730781364
0.1923076923076923,1.9917842709544666,0.16129032258064516,0.8658549785614014,0.6244525,0.2742361633350776
0.06896551724137931,0.047246800770359,0.0,0.8146019577980042,0.09910633,0.06096768925333649
0.19801980198019803,1.3912540681859764,0.23728813559322035,0.8622249960899353,0.7119565,0.3033547780489372
0.2706766917293233,4.093490962042387,0.2597402597402597,0.8977516889572144,0.93507284,0.40543798421371346
0.15107913669064751,0.6120825236001793,0.1711229946524064,0.8334526419639587,0.6677808,0.2434038392124446
0.0202020202020202,5.3091815424192926e-15,0.0,0.7868360877037048,0.061200887,0.017539029199667662
0.29565217391304344,10.675749992786605,0.32,0.8963784575462341,0.78652215,0.40485010845013236
0.06451612903225806,0.0007445935640909957,0.03846153846153846,0.8164387345314026,0.11542757,0.07264283217823947
0.18561484918793505,0.881242976862644,0.254416961130742,0.8474072217941284,0.89006364,0.3247595021504306
0.24615384615384614,3.697265102080192,0.27906976744186046,0.8944262266159058,0.7115091,0.3560737121234919
0.07643312101910828,2.172015230973589e-08,0.10975609756097561,0.8416413068771362,0.8131039,0.25152987425224294
0.28571428571428575,4.803621769323192,0.4545454545454546,0.8971410989761353,0.68381983,0.3983401207548647
0.19047619047619047,2.7615360550816876,0.18461538461538463,0.8706266283988953,0.794885,0.31840939310272304
0.09302325581395347,0.4045281807465375,0.07692307692307691,0.8152503371238708,0.10476556,0.08361101367890755
0.23529411764705885,9.059031954284805,0.2608695652173913,0.8964214324951172,0.8681784,0.39398109266566483
0.04494382022471911,0.0013496285244731854,0.0,0.8206990957260132,0.08951665,0.05988708472285158
0.2,4.832400479861534,0.19607843137254902,0.8915784358978271,0.90395623,0.3680744650555374
0.25974025974025977,14.030075994512861,0.4888888888888889,0.9095118641853333,0.7306466,0.4393763132174501
0.07407407407407407,0.11050748309419153,0.0,0.8232881426811218,0.012953278,0.05315057158102607
0.21739130434782608,2.268901476792124,0.07547169811320754,0.8532177805900574,0.6396751,0.2538107191404463
0.13636363636363638,0.3619877208913913,0.09090909090909091,0.8257980346679688,0.1405904,0.11200448396898768
0.2666666666666667,5.117095310372349,0.3333333333333333,0.8786786794662476,0.8050839,0.377683099124153
0.2764227642276423,9.67458811247473,0.3235294117647059,0.8869822025299072,0.8753044,0.4085292382533163
